Time,Frequency,Amplitude,ADC,Level
[2025-08-07 18:14:45.501],343493.7,0.4549,1959, 1.579V
[2025-08-07 18:14:45.501],343725.6,0.1723,2167, 1.746V
[2025-08-07 18:14:45.501],343957.5,0.3249,1863, 1.501V
[2025-08-07 18:14:45.501],344189.4,0.7654,2231, 1.798V
[2025-08-07 18:14:45.501],344421.4,0.8916,1888, 1.521V
[2025-08-07 18:14:45.501],344653.3,0.9233,2135, 1.721V
[2025-08-07 18:14:45.501],344885.2,0.5104,2020, 1.628V
[2025-08-07 18:14:45.501],345117.2,0.47,1975, 1.592V
[2025-08-07 18:14:45.503],345349.1,0.5325,2198, 1.771V
[2025-08-07 18:14:45.504],345581.1,0.6672,1824, 1.470V
[2025-08-07 18:14:45.504],345813,0.222,2303, 1.856V
[2025-08-07 18:14:45.504],346044.9,0.4021,1828, 1.473V
[2025-08-07 18:14:45.504],346276.8,0.4913,2224, 1.792V
[2025-08-07 18:14:45.504],346508.8,0.5853,1951, 1.572V
[2025-08-07 18:14:45.517],346740.7,0.5145,2023, 1.630V
[2025-08-07 18:14:45.517],346972.7,0.4267,2148, 1.731V
[2025-08-07 18:14:45.517],347204.6,0.0631,1839, 1.482V
[2025-08-07 18:14:45.517],347436.5,0.3578,2295, 1.849V
[2025-08-07 18:14:45.517],347668.5,0.6374,1767, 1.424V
[2025-08-07 18:14:45.517],347900.4,0.3756,2279, 1.837V
[2025-08-07 18:14:45.517],348132.3,0.4394,1863, 1.501V
[2025-08-07 18:14:45.517],348364.2,0.4412,2135, 1.721V
[2025-08-07 18:14:45.517],348596.2,0.4505,2023, 1.630V
[2025-08-07 18:14:45.517],348828.1,0.5572,1950, 1.571V
[2025-08-07 18:14:45.517],349060.1,0.1624,2182, 1.758V
[2025-08-07 18:14:45.518],349292,1.0895,1856, 1.496V
[2025-08-07 18:14:45.518],349523.9,0.6473,2228, 1.795V
[2025-08-07 18:14:45.518],349755.9,0.3483,1863, 1.501V
[2025-08-07 18:14:45.518],349987.8,0.4465,2198, 1.771V
[2025-08-07 18:14:45.518],350219.7,0.1151,1927, 1.553V
[2025-08-07 18:14:45.518],350451.7,0.5002,2087, 1.682V
[2025-08-07 18:14:45.532],350683.6,0.1475,2039, 1.643V
[2025-08-07 18:14:45.532],350915.5,0.3423,1975, 1.592V
[2025-08-07 18:14:45.532],351147.5,0.3907,2135, 1.721V
[2025-08-07 18:14:45.532],351379.4,0.6525,1903, 1.534V
[2025-08-07 18:14:45.532],351611.3,0.4161,2183, 1.759V
[2025-08-07 18:14:45.532],351843.2,0.6346,1888, 1.521V
[2025-08-07 18:14:45.532],352075.2,0.5463,2148, 1.731V
[2025-08-07 18:14:45.532],352307.1,0.6415,1959, 1.579V
[2025-08-07 18:14:45.532],352539.1,0.5821,2055, 1.656V
[2025-08-07 18:14:45.532],352771,0.6475,2047, 1.650V
[2025-08-07 18:14:45.532],353002.9,0.8037,1959, 1.579V
[2025-08-07 18:14:45.533],353234.9,0.5381,2134, 1.720V
[2025-08-07 18:14:45.533],353466.8,0.4587,1908, 1.538V
[2025-08-07 18:14:45.533],353698.7,0.6618,2135, 1.721V
[2025-08-07 18:14:45.533],353930.7,0.232,1943, 1.566V
[2025-08-07 18:14:45.533],354162.6,0.5148,2103, 1.695V
[2025-08-07 18:14:45.533],354394.5,0.6056,1991, 1.604V
[2025-08-07 18:14:45.546],354626.5,0.2444,2039, 1.643V
[2025-08-07 18:14:45.546],354858.4,0.6465,2047, 1.650V
[2025-08-07 18:14:45.546],355090.3,0.2001,1975, 1.592V
[2025-08-07 18:14:45.546],355322.2,0.2661,2119, 1.708V
[2025-08-07 18:14:45.546],355554.2,0.3204,1927, 1.553V
[2025-08-07 18:14:45.546],355786.1,0.764,2151, 1.733V
[2025-08-07 18:14:45.546],356018.1,0.7826,1927, 1.553V
[2025-08-07 18:14:45.546],356250,0.6145,2150, 1.733V
[2025-08-07 18:14:45.546],356481.9,0.7872,1956, 1.576V
[2025-08-07 18:14:45.546],356713.9,0.3367,2080, 1.676V
[2025-08-07 18:14:45.546],356945.8,0.2447,2023, 1.630V
[2025-08-07 18:14:45.547],357177.8,0.2415,2039, 1.643V
[2025-08-07 18:14:45.547],357409.7,0.635,2032, 1.638V
[2025-08-07 18:14:45.547],357641.6,0.3324,2039, 1.643V
[2025-08-07 18:14:45.547],357873.5,0.5534,2022, 1.629V
[2025-08-07 18:14:45.547],358105.5,0.5396,2047, 1.650V
[2025-08-07 18:14:45.547],358337.4,0.958,2007, 1.617V
[2025-08-07 18:14:45.563],358569.3,0.7702,2080, 1.676V
[2025-08-07 18:14:45.563],358801.3,0.6717,2007, 1.617V
[2025-08-07 18:14:45.563],359033.2,0.4657,2047, 1.650V
[2025-08-07 18:14:45.563],359265.1,0.2401,2047, 1.650V
[2025-08-07 18:14:45.563],359497.1,0.7351,2000, 1.612V
[2025-08-07 18:14:45.563],359729,0.403,2103, 1.695V
[2025-08-07 18:14:45.563],359960.9,0.9125,1968, 1.586V
[2025-08-07 18:14:45.563],360192.9,0.6656,2116, 1.705V
[2025-08-07 18:14:45.563],360424.8,0.5293,1991, 1.604V
[2025-08-07 18:14:45.563],360656.8,0.7313,2047, 1.650V
[2025-08-07 18:14:45.563],360888.7,0.5388,2084, 1.679V
[2025-08-07 18:14:45.564],361120.6,0.7047,1956, 1.576V
[2025-08-07 18:14:45.564],361352.5,0.5987,2164, 1.744V
[2025-08-07 18:14:45.564],361584.5,0.8675,1895, 1.527V
[2025-08-07 18:14:45.564],361816.4,0.4033,2160, 1.741V
[2025-08-07 18:14:45.564],362048.3,0.3481,1950, 1.571V
[2025-08-07 18:14:45.564],362280.3,0.6465,2064, 1.663V
[2025-08-07 18:14:45.577],362512.2,0.5747,2071, 1.669V
[2025-08-07 18:14:45.577],362744.1,0.9489,1927, 1.553V
[2025-08-07 18:14:45.577],362976.1,1.0116,2199, 1.772V
[2025-08-07 18:14:45.577],363208,0.7153,1847, 1.488V
[2025-08-07 18:14:45.577],363439.9,0.3665,2224, 1.792V
[2025-08-07 18:14:45.577],363671.9,0.1505,1879, 1.514V
[2025-08-07 18:14:45.577],363903.8,0.5501,2128, 1.715V
[2025-08-07 18:14:45.577],364135.8,0.4119,2020, 1.628V
[2025-08-07 18:14:45.577],364367.7,0.612,1937, 1.561V
[2025-08-07 18:14:45.577],364599.6,1.1871,2199, 1.772V
[2025-08-07 18:14:45.577],364831.5,0.5604,1767, 1.424V
[2025-08-07 18:14:45.578],365063.5,0.8172,2303, 1.856V
[2025-08-07 18:14:45.578],365295.4,1.2648,1791, 1.443V
[2025-08-07 18:14:45.578],365527.3,0.2623,2231, 1.798V
[2025-08-07 18:14:45.578],365759.3,0.1904,1920, 1.547V
[2025-08-07 18:14:45.578],365991.2,1.0424,2007, 1.617V
[2025-08-07 18:14:45.578],366223.2,0.4643,2144, 1.728V
[2025-08-07 18:14:45.593],366455.1,0.4447,1812, 1.460V
[2025-08-07 18:14:45.593],366687,2.0344,2311, 1.862V
[2025-08-07 18:14:45.593],366918.9,1.1124,1759, 1.418V
[2025-08-07 18:14:45.593],367150.9,1.8933,2311, 1.862V
[2025-08-07 18:14:45.593],367382.8,1.5186,1840, 1.483V
[2025-08-07 18:14:45.593],367614.8,1.3729,2151, 1.733V
[2025-08-07 18:14:45.593],367846.7,0.6001,2020, 1.628V
[2025-08-07 18:14:45.593],368078.6,0.8827,1950, 1.571V
[2025-08-07 18:14:45.593],368310.6,1.0795,2192, 1.766V
[2025-08-07 18:14:45.593],368542.5,2.5555,1815, 1.463V
[2025-08-07 18:14:45.593],368774.4,0.7165,2255, 1.817V
[2025-08-07 18:14:45.594],369006.3,0.3063,1840, 1.483V
[2025-08-07 18:14:45.594],369238.3,0.2771,2199, 1.772V
[2025-08-07 18:14:45.594],369470.2,0.1648,1919, 1.546V
[2025-08-07 18:14:45.594],369702.2,3.6369,2087, 1.682V
[2025-08-07 18:14:45.594],369934.1,0.7744,2047, 1.650V
[2025-08-07 18:14:45.594],370166,0.3375,1972, 1.589V
[2025-08-07 18:14:45.608],370397.9,2.2689,2148, 1.731V
[2025-08-07 18:14:45.608],370629.9,0.936,1888, 1.521V
[2025-08-07 18:14:45.608],370861.8,1.3367,2183, 1.759V
[2025-08-07 18:14:45.608],371093.8,1.5087,1904, 1.534V
[2025-08-07 18:14:45.608],371325.7,1.9986,2119, 1.708V
[2025-08-07 18:14:45.608],371557.6,2.5659,1988, 1.602V
[2025-08-07 18:14:45.608],371789.6,1.029,2036, 1.641V
[2025-08-07 18:14:45.608],372021.5,0.6784,2096, 1.689V
[2025-08-07 18:14:45.608],372253.4,0.3619,1911, 1.540V
[2025-08-07 18:14:45.608],372485.3,1.2001,2183, 1.759V
[2025-08-07 18:14:45.608],372717.3,0.6413,1879, 1.514V
[2025-08-07 18:14:45.609],372949.2,0.7032,2183, 1.759V
[2025-08-07 18:14:45.609],373181.2,0.5797,1927, 1.553V
[2025-08-07 18:14:45.609],373413.1,0.9616,2119, 1.708V
[2025-08-07 18:14:45.609],373645,0.3805,1991, 1.604V
[2025-08-07 18:14:45.609],373876.9,0.496,2023, 1.630V
[2025-08-07 18:14:45.609],374108.9,0.9449,2080, 1.676V
[2025-08-07 18:14:45.623],374340.8,0.6021,1959, 1.579V
[2025-08-07 18:14:45.623],374572.8,1.2136,2128, 1.715V
[2025-08-07 18:14:45.623],374804.7,0.6416,1940, 1.563V
[2025-08-07 18:14:45.623],375036.6,1.0047,2119, 1.708V
[2025-08-07 18:14:45.623],375268.6,0.3786,1972, 1.589V
[2025-08-07 18:14:45.623],375500.5,0.428,2086, 1.681V
[2025-08-07 18:14:45.623],375732.4,1.7841,2020, 1.628V
[2025-08-07 18:14:45.623],375964.3,1.3386,2038, 1.642V
[2025-08-07 18:14:45.623],376196.3,1.2957,2063, 1.662V
[2025-08-07 18:14:45.623],376428.2,1.608,2015, 1.624V
[2025-08-07 18:14:45.623],376660.2,1.7036,2071, 1.669V
[2025-08-07 18:14:45.623],376892.1,1.0971,2004, 1.615V
[2025-08-07 18:14:45.623],377124,0.6852,2071, 1.669V
[2025-08-07 18:14:45.623],377356,2.4787,2023, 1.630V
[2025-08-07 18:14:45.623],377587.9,1.3735,2023, 1.630V
[2025-08-07 18:14:45.623],377819.8,0.4441,2068, 1.667V
[2025-08-07 18:14:45.623],378051.8,2.9706,2006, 1.617V
[2025-08-07 18:14:45.638],378283.7,0.8584,2068, 1.667V
[2025-08-07 18:14:45.638],378515.6,0.9933,2014, 1.623V
[2025-08-07 18:14:45.638],378747.6,2.0327,2032, 1.638V
[2025-08-07 18:14:45.638],378979.5,1.2677,2047, 1.650V
[2025-08-07 18:14:45.638],379211.4,0.6052,1990, 1.604V
[2025-08-07 18:14:45.638],379443.4,1.0306,2087, 1.682V
[2025-08-07 18:14:45.638],379675.3,1.2291,1991, 1.604V
[2025-08-07 18:14:45.638],379907.2,1.5515,2064, 1.663V
[2025-08-07 18:14:45.638],380139.2,1.311,2023, 1.630V
[2025-08-07 18:14:45.638],380371.1,0.5713,2006, 1.617V
[2025-08-07 18:14:45.638],380603,0.565,2116, 1.705V
[2025-08-07 18:14:45.639],380835,1.1994,1951, 1.572V
[2025-08-07 18:14:45.639],381066.9,2.0284,2142, 1.726V
[2025-08-07 18:14:45.639],381298.8,2.4416,1959, 1.579V
[2025-08-07 18:14:45.639],381530.8,1.4544,2096, 1.689V
[2025-08-07 18:14:45.639],381762.7,4.4488,2036, 1.641V
[2025-08-07 18:14:45.639],381994.6,0.5398,1984, 1.599V
[2025-08-07 18:14:45.654],382226.6,0.6332,2150, 1.733V
[2025-08-07 18:14:45.654],382458.5,2.2083,1888, 1.521V
[2025-08-07 18:14:45.654],382690.4,2.4017,2199, 1.772V
[2025-08-07 18:14:45.654],382922.4,3.0705,1894, 1.526V
[2025-08-07 18:14:45.654],383154.3,1.4182,2148, 1.731V
[2025-08-07 18:14:45.654],383386.2,1.4109,1991, 1.604V
[2025-08-07 18:14:45.654],383618.2,0.2514,1991, 1.604V
[2025-08-07 18:14:45.654],383850.1,0.6988,2144, 1.728V
[2025-08-07 18:14:45.654],384082,1.529,1863, 1.501V
[2025-08-07 18:14:45.655],384314,1.566,2244, 1.808V
[2025-08-07 18:14:45.655],384545.9,0.4662,1840, 1.483V
[2025-08-07 18:14:45.655],384777.8,0.598,2215, 1.785V
[2025-08-07 18:14:45.656],385009.8,0.4439,1927, 1.553V
[2025-08-07 18:14:45.656],385241.7,1.3731,2071, 1.669V
[2025-08-07 18:14:45.656],385473.6,0.8937,2071, 1.669V
[2025-08-07 18:14:45.656],385705.6,0.9554,1927, 1.553V
[2025-08-07 18:14:45.656],385937.5,2.8011,2180, 1.757V
[2025-08-07 18:14:45.671],386169.4,2.6108,1847, 1.488V
[2025-08-07 18:14:45.671],386401.4,3.6289,2228, 1.795V
[2025-08-07 18:14:45.671],386633.3,1.0344,1863, 1.501V
[2025-08-07 18:14:45.671],386865.2,3.0288,2167, 1.746V
[2025-08-07 18:14:45.671],387097.2,7.8193,1952, 1.573V
[2025-08-07 18:14:45.671],387329.1,3.8484,2068, 1.667V
[2025-08-07 18:14:45.671],387561,2.5613,2039, 1.643V
[2025-08-07 18:14:45.671],387793,5.5128,1991, 1.604V
[2025-08-07 18:14:45.671],388024.9,6.6081,2102, 1.694V
[2025-08-07 18:14:45.671],388256.8,9.1682,1940, 1.563V
[2025-08-07 18:14:45.671],388488.8,1.9556,2135, 1.721V
[2025-08-07 18:14:45.672],388720.7,2.9909,1943, 1.566V
[2025-08-07 18:14:45.672],388952.6,10.8627,2111, 1.701V
[2025-08-07 18:14:45.672],389184.6,4.3854,1984, 1.599V
[2025-08-07 18:14:45.672],389416.5,11.2391,2055, 1.656V
[2025-08-07 18:14:45.672],389648.4,8.542,2023, 1.630V
[2025-08-07 18:14:45.672],389880.4,3.974,2007, 1.617V
[2025-08-07 18:14:45.685],390112.3,9.4393,2087, 1.682V
[2025-08-07 18:14:45.685],390344.2,3.5913,1968, 1.586V
[2025-08-07 18:14:45.685],390576.2,0.9577,2103, 1.695V
[2025-08-07 18:14:45.685],390808.1,5.1891,1990, 1.604V
[2025-08-07 18:14:45.685],391040,0.8563,2070, 1.668V
[2025-08-07 18:14:45.685],391272,4.3501,2036, 1.641V
[2025-08-07 18:14:45.685],391503.9,3.4592,2023, 1.630V
[2025-08-07 18:14:45.685],391735.8,3.2062,2047, 1.650V
[2025-08-07 18:14:45.685],391967.8,1.4557,2033, 1.638V
[2025-08-07 18:14:45.685],392199.7,1.3223,2020, 1.628V
[2025-08-07 18:14:45.685],392431.6,1.6659,2068, 1.667V
[2025-08-07 18:14:45.686],392663.6,4.6521,2007, 1.617V
[2025-08-07 18:14:45.686],392895.5,2.8716,2071, 1.669V
[2025-08-07 18:14:45.686],393127.4,4.3416,2036, 1.641V
[2025-08-07 18:14:45.686],393359.4,1.1161,2007, 1.617V
[2025-08-07 18:14:45.686],393591.3,4.4399,2119, 1.708V
[2025-08-07 18:14:45.686],393823.2,4.4666,1927, 1.553V
[2025-08-07 18:14:45.701],394055.2,3.6635,2160, 1.741V
[2025-08-07 18:14:45.701],394287.1,1.4673,1927, 1.553V
[2025-08-07 18:14:45.701],394519,4.2229,2119, 1.708V
[2025-08-07 18:14:45.701],394751,2.2594,2007, 1.617V
[2025-08-07 18:14:45.701],394982.9,4.2733,2020, 1.628V
[2025-08-07 18:14:45.701],395214.8,0.4602,2128, 1.715V
[2025-08-07 18:14:45.701],395446.8,2.5446,1894, 1.526V
[2025-08-07 18:14:45.701],395678.7,0.3966,2228, 1.795V
[2025-08-07 18:14:45.701],395910.7,2.6964,1863, 1.501V
[2025-08-07 18:14:45.701],396142.6,1.6334,2183, 1.759V
